Difference (Minutes),1,,Difference (Minutes),1
Enc_Stop_ID__2.928,0.00400061,,Enc_Transit_Date__7/17/2019,-0.006853474
Enc_Stop_ID__5.303,0.004778555,,Enc_Transit_Date__6/18/2019,-0.006859639
Enc_Stop_ID__5.397,0.027072366,,Enc_Transit_Date__6/16/2019,-0.006864687
Enc_Stop_ID__5.744,-0.000637824,,Enc_Day_of_Week__4472,-0.006971913
Enc_Stop_ID__8.444,0.012853418,,Enc_Actual_Hour_Depart__8,-0.007080667
Enc_Stop_ID__8.531,0.01311243,,Enc_Day_of_Week__4665,-0.007083551
Enc_Stop_ID__10.793,-0.001137276,,Enc_Transit_Date__6/7/2019,-0.007205197
Enc_Stop_ID__13.927,-0.001661733,,Enc_Stop_Sequence__11662,-0.00721622
Enc_Stop_ID__17.062,0.003170919,,Enc_Transit_Date__8/2/2019,-0.007353833
Enc_Stop_ID__20.839,0.016595128,,Enc_Transit_Date__4/28/2019,-0.00739425
Enc_Stop_ID__21.067,-0.086066898,,Enc_Stop_Sequence__10276,-0.007427031
Enc_Stop_ID__22.961,-0.021707362,,Enc_Day_of_Week__3618,-0.007484671
Enc_Stop_ID__23.089,0.011930393,,Enc_Stop_Sequence__10682,-0.007511877
Enc_Stop_ID__23.769,0.012566163,,Enc_Day_of_Week__5044,-0.007551728
Enc_Stop_ID__23.886,0.021440783,,Enc_Stop_Sequence__10877,-0.007562666
Enc_Stop_ID__23.995,-0.002560907,,Enc_Day_of_Week__4793,-0.007665247
Enc_Stop_ID__25.083,-0.013060493,,Enc_Stop_Sequence__10253,-0.007707578
Enc_Stop_ID__25.118,0.001437186,,Enc_Day_of_Week__4585,-0.007714859
Enc_Stop_ID__32.299,0.003646625,,Enc_Transit_Date__2/28/2019,-0.007775241
Enc_Stop_ID__37.885,-0.006501571,,Enc_Stop_ID__1.159,-0.007787467
Enc_Stop_ID__38.718,-0.015644992,,Enc_Day_of_Week__4922,-0.007803261
Enc_Stop_ID__39.09,0.030045186,,Enc_Transit_Date__6/28/2019,-0.007816914
Enc_Stop_ID__39.55,-0.008715936,,Enc_Transit_Date__5/7/2019,-0.007827281
Enc_Stop_ID__40.746,0.000139782,,Enc_Day_of_Week__4909,-0.007846206
Enc_Stop_ID__43.8,0.006241448,,Enc_Stop_Sequence__10852,-0.007848137
Enc_Stop_ID__44.149,0.011018081,,Enc_Transit_Date__12/27/2019,-0.007923113
Enc_Stop_ID__44.725,0.001772013,,Enc_Transit_Date__7/28/2019,-0.007928022
Enc_Stop_ID__46.178,-0.001682926,,Enc_Day_of_Week__4514,-0.007985308
Enc_Stop_ID__46.858,0.007725349,,Enc_Transit_Date__6/14/2019,-0.007985536
Enc_Stop_ID__47.537,0.006295317,,Enc_Stop_Sequence__10301,-0.007994077
Enc_Stop_ID__77.145,0.006683332,,Enc_Stop_Sequence__10604,-0.008074248
Enc_Stop_ID__78.18,-0.001375984,,Enc_Transit_Date__7/14/2019,-0.008134865
Enc_Block_Number__896,0.01321164,,Enc_Stop_Sequence__10811,-0.00816807
Enc_Block_Number__897,0.010312654,,Enc_Transit_Date__4/2/2019,-0.008196339
Enc_Block_Number__1171,0.017548006,,Enc_Transit_Date__7/12/2019,-0.008196982
Enc_Block_Number__1172,0.026616101,,Enc_Day_of_Week__4903,-0.008235404
Enc_Block_Number__2028,-0.103052633,,Enc_Actual_Hour_Depart__20,-0.008323348
Enc_Block_Number__2158,0.014036744,,Enc_Day_of_Week__4809,-0.008340206
Enc_Block_Number__2474,-0.01649615,,Enc_Day_of_Week__4667,-0.008355919
Enc_Block_Number__2591,-0.0003173,,Enc_Transit_Date__5/25/2019,-0.008421578
Enc_Block_Number__2593,0.007648816,,Enc_Stop_Sequence__10159,-0.008449816
Enc_Block_Number__2594,0.015322057,,Enc_Transit_Date__8/15/2019,-0.008592146
Enc_Block_Number__2656,-0.026191528,,Enc_Day_of_Week__4605,-0.008659961
Enc_Block_Number__2818,0.026855422,,Enc_Transit_Date__7/15/2019,-0.008697127
Enc_Block_Number__2924,-0.0177472,,Enc_Stop_ID__39.55,-0.008715936
Enc_Stop_Sequence__10072,-0.019057594,,Enc_Transit_Date__6/23/2019,-0.008716024
Enc_Stop_Sequence__10075,-0.004072004,,Enc_Transit_Date__2/24/2019,-0.008761165
Enc_Stop_Sequence__10110,-0.001551366,,Enc_Stop_Sequence__10899,-0.008802239
Enc_Stop_Sequence__10159,-0.008449816,,Enc_Stop_Sequence__10635,-0.00881075
Enc_Stop_Sequence__10247,-0.021542467,,Enc_Day_of_Week__4888,-0.00881567
Enc_Stop_Sequence__10248,-0.013259943,,Enc_Day_of_Week__4975,-0.008820915
Enc_Stop_Sequence__10249,-0.005937999,,Enc_Day_of_Week__3421,-0.008888497
Enc_Stop_Sequence__10250,-0.00253339,,Enc_Transit_Date__3/21/2019,-0.008891072
Enc_Stop_Sequence__10251,-0.025192014,,Enc_Day_of_Week__4246,-0.008909643
Enc_Stop_Sequence__10252,-0.016459005,,Enc_Transit_Date__5/2/2019,-0.008911227
Enc_Stop_Sequence__10253,-0.007707578,,Enc_Transit_Date__5/29/2019,-0.008958858
Enc_Stop_Sequence__10254,0.000479971,,Enc_Day_of_Week__4531,-0.009031381
Enc_Stop_Sequence__10255,0.004721455,,Enc_Transit_Date__8/5/2019,-0.009100589
Enc_Stop_Sequence__10256,0.014783342,,Enc_Transit_Date__5/15/2019,-0.009139593
Enc_Stop_Sequence__10257,-0.011066764,,Enc_Day_of_Week__4500,-0.009191381
Enc_Stop_Sequence__10258,0.01083638,,Enc_Transit_Date__9/27/2019,-0.009197751
Enc_Stop_Sequence__10259,0.013844009,,Enc_Day_of_Week__3119,-0.009275237
Enc_Stop_Sequence__10260,-0.015337279,,Enc_Transit_Date__2/10/2019,-0.009283001
Enc_Stop_Sequence__10261,0.013622353,,Enc_Badge_#__4,-0.009304998
Enc_Stop_Sequence__10262,-0.014875952,,Enc_Day_of_Week__4953,-0.009338582
Enc_Stop_Sequence__10263,-0.015393716,,Enc_Transit_Date__5/6/2019,-0.009480788
Enc_Stop_Sequence__10264,-0.017100408,,Enc_Day_of_Week__4647,-0.009509454
Enc_Stop_Sequence__10265,-0.023285632,,Enc_Transit_Date__7/10/2019,-0.009520584
Enc_Stop_Sequence__10266,0.016536452,,Enc_Transit_Date__6/10/2019,-0.009602841
Enc_Stop_Sequence__10267,0.013899317,,Enc_Stop_Sequence__10897,-0.009634737
Enc_Stop_Sequence__10268,-0.004320952,,Enc_Stop_Sequence__10900,-0.009659353
Enc_Stop_Sequence__10269,-0.003082845,,Enc_Transit_Date__8/19/2019,-0.009683574
Enc_Stop_Sequence__10270,-0.020452977,,Enc_Stop_Sequence__10902,-0.009705192
Enc_Stop_Sequence__10271,-0.01226479,,Enc_Day_of_Week__3282,-0.009707015
Enc_Stop_Sequence__10272,-0.003223226,,Enc_Transit_Date__3/31/2019,-0.009883728
Enc_Stop_Sequence__10273,-0.011992598,,Enc_Day_of_Week__4737,-0.009996687
Enc_Stop_Sequence__10274,-0.029842379,,Enc_Day_of_Week__4601,-0.009996796
Enc_Stop_Sequence__10275,-0.014173858,,Enc_Transit_Date__9/16/2019,-0.010072563
Enc_Stop_Sequence__10276,-0.007427031,,Enc_Actual_Hour_Depart__19,-0.010088305
Enc_Stop_Sequence__10277,0.001360894,,Enc_Actual_Hour_Depart__7,-0.010144863
Enc_Stop_Sequence__10278,0.003423561,,Enc_Day_of_Week__3319,-0.010153194
Enc_Stop_Sequence__10279,0.014008106,,Enc_Stop_Sequence__10822,-0.010227452
Enc_Stop_Sequence__10280,-0.021829075,,Enc_Transit_Date__8/6/2019,-0.010255505
Enc_Stop_Sequence__10281,-0.003524611,,Enc_Transit_Date__7/24/2019,-0.010335773
Enc_Stop_Sequence__10282,-0.024710376,,Enc_Day_of_Week__4788,-0.010352295
Enc_Stop_Sequence__10283,-0.004619823,,Enc_Transit_Date__7/25/2019,-0.010374152
Enc_Stop_Sequence__10284,-0.005015368,,Enc_Day_of_Week__3272,-0.010638262
Enc_Stop_Sequence__10285,0.003812773,,Enc_Day_of_Week__4769,-0.010639421
Enc_Stop_Sequence__10286,0.021610289,,Enc_Transit_Date__8/13/2019,-0.010667218
Enc_Stop_Sequence__10287,-0.001735378,,Enc_Day_of_Week__4753,-0.010683916
Enc_Stop_Sequence__10288,-0.011201479,,Enc_Transit_Date__6/1/2019,-0.010768053
Enc_Stop_Sequence__10289,-0.001636597,,Enc_Stop_Sequence__10302,-0.010793974
Enc_Stop_Sequence__10290,0.015792771,,Enc_Transit_Date__7/29/2019,-0.01090256
Enc_Stop_Sequence__10291,-0.012434363,,Enc_Day_of_Week__4424,-0.010939553
Enc_Stop_Sequence__10292,0.036439725,,Enc_Transit_Date__4/21/2019,-0.010994203
Enc_Stop_Sequence__10293,0.005714691,,Enc_Stop_Sequence__10705,-0.011010819
Enc_Stop_Sequence__10294,-0.001414315,,Enc_Stop_Sequence__10257,-0.011066764
Enc_Stop_Sequence__10295,0.014961774,,Enc_Transit_Date__3/3/2019,-0.011132028
Enc_Stop_Sequence__10296,0.031165859,,Enc_Stop_Sequence__10835,-0.011139989
Enc_Stop_Sequence__10297,0.025271297,,Enc_Transit_Date__8/9/2019,-0.011183851
Enc_Stop_Sequence__10298,-0.004286377,,Enc_Stop_Sequence__10288,-0.011201479
Enc_Stop_Sequence__10299,-0.000634687,,Enc_Transit_Date__6/21/2019,-0.011210343
Enc_Stop_Sequence__10300,0.011978718,,Enc_Transit_Date__4/20/2019,-0.011236253
Enc_Stop_Sequence__10301,-0.007994077,,Enc_Transit_Date__7/31/2019,-0.01127806
Enc_Stop_Sequence__10302,-0.010793974,,Enc_Stop_Sequence__10889,-0.011328868
Enc_Stop_Sequence__10303,0.034378434,,Enc_Badge_#__2,-0.011354532
Enc_Stop_Sequence__10304,0.018376966,,Enc_Day_of_Week__3952,-0.011379232
Enc_Stop_Sequence__10305,-0.003438631,,Enc_Stop_Sequence__10860,-0.011464242
Enc_Stop_Sequence__10306,0.015105662,,Enc_Day_of_Week__3264,-0.011798563
Enc_Stop_Sequence__10307,-0.022530672,,Enc_Stop_Sequence__10702,-0.011824881
Enc_Stop_Sequence__10308,0.032052002,,Enc_Day_of_Week__4628,-0.011859255
Enc_Stop_Sequence__10309,0.014791182,,Enc_Day_of_Week__4906,-0.011868018
Enc_Stop_Sequence__10310,0.01627664,,Enc_Stop_Sequence__10898,-0.011885187
Enc_Stop_Sequence__10311,0.031549658,,Enc_Day_of_Week__4732,-0.011894179
Enc_Stop_Sequence__10312,-0.019967077,,Enc_Day_of_Week__4816,-0.011952336
Enc_Stop_Sequence__10313,0.004822798,,Enc_Transit_Date__8/14/2019,-0.011981291
Enc_Stop_Sequence__10314,0.038865212,,Enc_Stop_Sequence__10273,-0.011992598
Enc_Stop_Sequence__10315,-0.015097967,,Enc_Transit_Date__7/16/2019,-0.012047514
Enc_Stop_Sequence__10601,-0.014457732,,Enc_Day_of_Week__4803,-0.012120966
Enc_Stop_Sequence__10602,0.010469074,,Enc_Transit_Date__2/17/2019,-0.012185531
Enc_Stop_Sequence__10603,0.017441926,,Enc_Transit_Date__3/25/2019,-0.012187344
Enc_Stop_Sequence__10604,-0.008074248,,Enc_Stop_Sequence__10883,-0.012216327
Enc_Stop_Sequence__10605,0.020239779,,Enc_Stop_Sequence__10271,-0.01226479
Enc_Stop_Sequence__10606,0.007376871,,Enc_Transit_Date__6/3/2019,-0.012290838
Enc_Stop_Sequence__10607,0.025035227,,Enc_Stop_Sequence__10834,-0.012338455
Enc_Stop_Sequence__10608,0.006748227,,Enc_Transit_Date__6/9/2019,-0.01239504
Enc_Stop_Sequence__10609,0.005754325,,Enc_Stop_Sequence__10291,-0.012434363
Enc_Stop_Sequence__10610,0.00488426,,Enc_Stop_Sequence__10632,-0.012439971
Enc_Stop_Sequence__10611,0.021103885,,Enc_Transit_Date__2/13/2019,-0.012540364
Enc_Stop_Sequence__10612,-0.004559613,,Enc_Day_of_Week__3146,-0.012561601
Enc_Stop_Sequence__10613,0.05373941,,Enc_Day_of_Week__3830,-0.012626552
Enc_Stop_Sequence__10614,0.011909608,,Enc_Transit_Date__5/28/2019,-0.012696743
Enc_Stop_Sequence__10615,0.020270493,,Enc_Stop_Sequence__10895,-0.012759509
Enc_Stop_Sequence__10631,-0.001827111,,Enc_Transit_Date__7/21/2019,-0.012822926
Enc_Stop_Sequence__10632,-0.012439971,,Enc_Actual_Hour_Depart__1,-0.013001751
Enc_Stop_Sequence__10634,-0.004187525,,Enc_Transit_Date__6/20/2019,-0.013001925
Enc_Stop_Sequence__10635,-0.00881075,,Enc_Stop_ID__25.083,-0.013060493
Enc_Stop_Sequence__10636,-0.00298603,,Enc_Transit_Date__6/24/2019,-0.013086193
Enc_Stop_Sequence__10649,-0.004659188,,Enc_Stop_Sequence__10685,-0.013190528
Enc_Stop_Sequence__10657,0.000251077,,Enc_Stop_Sequence__10248,-0.013259943
Enc_Stop_Sequence__10669,-0.000895679,,Enc_Day_of_Week__5024,-0.013414871
Enc_Stop_Sequence__10670,0.001993076,,Enc_Transit_Date__6/19/2019,-0.013423541
Enc_Stop_Sequence__10671,-0.005996344,,Enc_Transit_Date__5/12/2019,-0.013463586
Enc_Stop_Sequence__10678,-0.005570276,,Enc_Transit_Date__7/11/2019,-0.013514736
Enc_Stop_Sequence__10679,-0.019984318,,Enc_Day_of_Week__4567,-0.013701286
Enc_Stop_Sequence__10680,0.000539678,,Enc_Stop_Sequence__10905,-0.014028959
Enc_Stop_Sequence__10681,-0.004780412,,Enc_Day_of_Week__4997,-0.014067319
Enc_Stop_Sequence__10682,-0.007511877,,Enc_Transit_Date__6/27/2019,-0.01408455
Enc_Stop_Sequence__10683,0.010355116,,Enc_Stop_Sequence__10275,-0.014173858
Enc_Stop_Sequence__10684,0.006402072,,Enc_Transit_Date__6/2/2019,-0.014203828
Enc_Stop_Sequence__10685,-0.013190528,,Enc_Day_of_Week__3831,-0.014416032
Enc_Stop_Sequence__10686,0.010857854,,Enc_Stop_Sequence__10601,-0.014457732
Enc_Stop_Sequence__10687,0.010169872,,Enc_Stop_Sequence__10906,-0.014557803
Enc_Stop_Sequence__10688,5.14E-05,,Enc_Transit_Date__7/7/2019,-0.014562821
Enc_Stop_Sequence__10689,-0.003362806,,Enc_Transit_Date__5/5/2019,-0.014625977
Enc_Stop_Sequence__10690,0.002614639,,Enc_Day_of_Week__4869,-0.014648466
Enc_Stop_Sequence__10691,0.000879888,,Enc_Transit_Date__11/11/2019,-0.014656733
Enc_Stop_Sequence__10692,0.001718088,,Enc_Day_of_Week__5045,-0.014714298
Enc_Stop_Sequence__10693,0.006277602,,Enc_Transit_Date__5/26/2019,-0.014756394
Enc_Stop_Sequence__10694,0.009632647,,Enc_Transit_Date__10/14/2019,-0.014794515
Enc_Stop_Sequence__10695,-0.003045467,,Enc_Stop_Sequence__10262,-0.014875952
Enc_Stop_Sequence__10696,-0.000765103,,Enc_Day_of_Week__3647,-0.014885111
Enc_Stop_Sequence__10697,0.003953483,,Enc_Transit_Date__7/8/2019,-0.01492773
Enc_Stop_Sequence__10700,-0.003699371,,Enc_Day_of_Week__4235,-0.014964409
Enc_Stop_Sequence__10701,-0.001979501,,Enc_Transit_Date__5/23/2019,-0.014988847
Enc_Stop_Sequence__10702,-0.011824881,,Enc_Transit_Date__5/19/2019,-0.015071007
Enc_Stop_Sequence__10703,-9.54E-05,,Enc_Stop_Sequence__10315,-0.015097967
Enc_Stop_Sequence__10704,0.00064019,,Enc_Day_of_Week__3827,-0.01512208
Enc_Stop_Sequence__10705,-0.011010819,,Enc_Stop_Sequence__10260,-0.015337279
Enc_Stop_Sequence__10706,0.010772155,,Enc_Stop_Sequence__10263,-0.015393716
Enc_Stop_Sequence__10707,0.018248368,,Enc_Actual_Hour_Depart__22,-0.015465166
Enc_Stop_Sequence__10708,-0.003352679,,Enc_Stop_Sequence__10892,-0.015609498
Enc_Stop_Sequence__10709,0.000978074,,Enc_Day_of_Week__4496,-0.015619132
Enc_Stop_Sequence__10710,0.009552717,,Enc_Day_of_Week__3763,-0.015629907
Enc_Stop_Sequence__10711,0.017282183,,Enc_Stop_ID__38.718,-0.015644992
Enc_Stop_Sequence__10712,-0.003761201,,Enc_Stop_Sequence__10896,-0.015785343
Enc_Stop_Sequence__10713,0.013242576,,Enc_Day_of_Week__4992,-0.015942713
Enc_Stop_Sequence__10714,-0.000332545,,Enc_Transit_Date__11/29/2019,-0.016137907
Enc_Stop_Sequence__10715,0.027629487,,Enc_Stop_Sequence__10252,-0.016459005
Enc_Stop_Sequence__10716,0.004352454,,Enc_Block_Number__2474,-0.01649615
Enc_Stop_Sequence__10717,0.013862009,,Enc_Transit_Date__7/2/2019,-0.016628609
Enc_Stop_Sequence__10718,0.002887374,,Enc_Transit_Date__6/26/2019,-0.016646279
Enc_Stop_Sequence__10801,-0.005633288,,Enc_Transit_Date__5/21/2019,-0.016746602
Enc_Stop_Sequence__10802,0.005930577,,Enc_Transit_Date__7/9/2019,-0.016788124
Enc_Stop_Sequence__10803,0.003807959,,Enc_Day_of_Week__4425,-0.016858879
Enc_Stop_Sequence__10804,0.010305879,,Enc_Day_of_Week__4547,-0.016890718
Enc_Stop_Sequence__10805,-0.004415818,,Enc_Day_of_Week__4595,-0.016902933
Enc_Stop_Sequence__10806,0.000942994,,Enc_Transit_Date__12/26/2019,-0.016922804
Enc_Stop_Sequence__10807,-0.00560595,,Enc_Stop_Sequence__10264,-0.017100408
Enc_Stop_Sequence__10808,-0.003919967,,Enc_Day_of_Week__4882,-0.017100444
Enc_Stop_Sequence__10809,-0.00329775,,Enc_Day_of_Week__4829,-0.017230743
Enc_Stop_Sequence__10810,0.000399875,,Enc_Day_of_Week__4998,-0.017247476
Enc_Stop_Sequence__10811,-0.00816807,,Enc_Stop_Sequence__10893,-0.017490682
Enc_Stop_Sequence__10812,0.001576954,,Enc_Day_of_Week__3463,-0.017512756
Enc_Stop_Sequence__10813,-0.004098881,,Enc_Day_of_Week__4366,-0.017533093
Enc_Stop_Sequence__10814,0.015816528,,Enc_Transit_Date__5/27/2019,-0.017627398
Enc_Stop_Sequence__10816,0.019746168,,Enc_Actual_Hour_Depart__21,-0.017735875
Enc_Stop_Sequence__10817,0.019360892,,Enc_Block_Number__2924,-0.0177472
Enc_Stop_Sequence__10818,-0.001979051,,Enc_Day_of_Week__3101,-0.017828146
Enc_Stop_Sequence__10822,-0.010227452,,Enc_Day_of_Week__4791,-0.018072238
Enc_Stop_Sequence__10824,0.000364492,,Enc_Transit_Date__7/1/2019,-0.018142878
Enc_Stop_Sequence__10830,-0.002416029,,Enc_Actual_Hour_Depart__13,-0.018557933
Enc_Stop_Sequence__10834,-0.012338455,,Enc_Transit_Date__4/1/2019,-0.018585862
Enc_Stop_Sequence__10835,-0.011139989,,Enc_Day_of_Week__4554,-0.018756273
Enc_Stop_Sequence__10840,-0.000895679,,Enc_Day_of_Week__4525,-0.018807796
Enc_Stop_Sequence__10841,0.000101977,,Enc_Transit_Date__7/22/2019,-0.018908218
Enc_Stop_Sequence__10850,-0.00186339,,Enc_Stop_Sequence__10072,-0.019057594
Enc_Stop_Sequence__10852,-0.007848137,,Enc_Day_of_Week__4867,-0.019106342
Enc_Stop_Sequence__10860,-0.011464242,,Enc_Day_of_Week__4187,-0.019159906
Enc_Stop_Sequence__10866,-0.001136753,,Enc_Stop_Sequence__10884,-0.019293789
Enc_Stop_Sequence__10876,0.000714913,,Enc_Transit_Date__12/24/2019,-0.019473641
Enc_Stop_Sequence__10877,-0.007562666,,Enc_Transit_Date__5/13/2019,-0.019552778
Enc_Stop_Sequence__10878,-0.006395446,,Enc_Stop_Sequence__10312,-0.019967077
Enc_Stop_Sequence__10879,-0.005084367,,Enc_Stop_Sequence__10679,-0.019984318
Enc_Stop_Sequence__10880,-0.005026671,,Enc_Day_of_Week__3005,-0.020418618
Enc_Stop_Sequence__10881,-0.000527874,,Enc_Stop_Sequence__10270,-0.020452977
Enc_Stop_Sequence__10882,-0.005857502,,Enc_Day_of_Week__3948,-0.020571611
Enc_Stop_Sequence__10883,-0.012216327,,Enc_Stop_ID__0.0,-0.020917633
Enc_Stop_Sequence__10884,-0.019293789,,Enc_Day_of_Week__4904,-0.021170007
Enc_Stop_Sequence__10885,-0.002771755,,Enc_Day_of_Week__4677,-0.021239269
Enc_Stop_Sequence__10886,-0.002243544,,Enc_Stop_Sequence__10247,-0.021542467
Enc_Stop_Sequence__10887,-0.00206074,,Enc_Stop_ID__22.961,-0.021707362
Enc_Stop_Sequence__10888,-0.005749625,,Enc_Transit_Date__5/20/2019,-0.021794319
Enc_Stop_Sequence__10889,-0.011328868,,Enc_Stop_Sequence__10280,-0.021829075
Enc_Stop_Sequence__10890,0.007081006,,Enc_Day_of_Week__4814,-0.022051879
Enc_Stop_Sequence__10891,-0.00623809,,Enc_Day_of_Week__3050,-0.022121896
Enc_Stop_Sequence__10892,-0.015609498,,Enc_Day_of_Week__4932,-0.022423285
Enc_Stop_Sequence__10893,-0.017490682,,Enc_Stop_Sequence__10307,-0.022530672
Enc_Stop_Sequence__10894,-0.005837555,,Enc_Stop_Sequence__10265,-0.023285632
Enc_Stop_Sequence__10895,-0.012759509,,Enc_Day_of_Week__3753,-0.023454799
Enc_Stop_Sequence__10896,-0.015785343,,Enc_Day_of_Week__3103,-0.023758572
Enc_Stop_Sequence__10897,-0.009634737,,Enc_Day_of_Week__3304,-0.024032117
Enc_Stop_Sequence__10898,-0.011885187,,Enc_Day_of_Week__4730,-0.024449462
Enc_Stop_Sequence__10899,-0.008802239,,Enc_Stop_Sequence__10282,-0.024710376
Enc_Stop_Sequence__10900,-0.009659353,,Enc_Stop_Sequence__10251,-0.025192014
Enc_Stop_Sequence__10901,-0.003179566,,Enc_Actual_Hour_Depart__9,-0.025632925
Enc_Stop_Sequence__10902,-0.009705192,,Enc_Day_of_Week__4696,-0.026175272
Enc_Stop_Sequence__10903,0.001744914,,Enc_Block_Number__2656,-0.026191528
Enc_Stop_Sequence__10904,0.002715757,,Enc_Actual_Hour_Depart__3,-0.02779558
Enc_Stop_Sequence__10905,-0.014028959,,Enc_Day_of_Week__3802,-0.028078471
Enc_Stop_Sequence__10906,-0.014557803,,Enc_Day_of_Week__4630,-0.02815375
Enc_Stop_Sequence__10907,-0.004956876,,Enc_Day_of_Week__3145,-0.028332425
Enc_Stop_Sequence__10908,6.39E-05,,Enc_Actual_Hour_Depart__12,-0.028948158
Enc_Stop_Sequence__11657,0.00224953,,Enc_Stop_Sequence__10274,-0.029842379
Enc_Stop_Sequence__11658,-0.002385014,,Enc_Day_of_Week__3158,-0.03009958
Enc_Stop_Sequence__11662,-0.00721622,,Enc_Day_of_Week__4594,-0.030209744
Enc_Stop_Sequence__11664,-0.000734121,,Enc_Actual_Hour_Depart__10,-0.030333992
Enc_Stop_Sequence__11665,-0.004354501,,Enc_Actual_Hour_Depart__11,-0.030575566
Enc_Badge_#__2,-0.011354532,,Enc_Actual_Hour_Depart__6,-0.030673342
Enc_Badge_#__3,0.000892121,,Enc_Day_of_Week__3240,-0.031313821
Enc_Badge_#__4,-0.009304998,,Enc_Day_of_Week__3899,-0.031656864
Enc_Badge_#__5,0.019017479,,Enc_Miles__Sunday,-0.031785494
Enc_Badge_#__6,0.025365216,,Enc_Day_of_Week__4104,-0.032279735
Enc_Badge_#__7,0.002554446,,Enc_Badge_#__15,-0.0322957
Enc_Badge_#__8,0.005374666,,Enc_Day_of_Week__3516,-0.034473666
Enc_Badge_#__9,0.002666603,,Enc_Badge_#__18,-0.034605474
Enc_Badge_#__10,0.003481409,,Enc_Day_of_Week__3215,-0.034837178
Enc_Badge_#__11,0.003404597,,Enc_Day_of_Week__3766,-0.03518535
Enc_Badge_#__12,0.011860899,,Enc_Actual_Hour_Depart__4,-0.035531675
Enc_Badge_#__13,0.023051162,,Enc_Day_of_Week__3821,-0.036639326
Enc_Badge_#__14,0.007634006,,Enc_Actual_Hour_Depart__5,-0.03912405
Enc_Badge_#__15,-0.0322957,,Enc_Miles__Monday,-0.040165079
Enc_Badge_#__16,0.002315791,,Enc_Day_of_Week__4487,-0.041175276
Enc_Badge_#__17,0.014843822,,Enc_Badge_#__19,-0.064434484
Enc_Badge_#__18,-0.034605474,,Enc_Stop_ID__21.067,-0.086066898
Enc_Badge_#__19,-0.064434484,,Enc_Block_Number__2028,-0.103052633
